snort1,snort2,snort3,snort4






0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
17546,2921,11093,4063,
22612,20944,26007,16105,
18453,16478,24780,25941,
12331,22169,35212,15958,
27171,6489,19457,32560,
16599,9268,43652,16119,
39083,19377,14528,12671,
10576,16026,37534,21506,
27225,15420,28781,14252,
41916,12475,26421,4851,
16392,12906,42161,14206,
6376,15155,47956,16185,
22745,13207,21676,28035,
27198,9083,20224,29153,
14688,4204,26914,39854,
31261,11792,5925,36692,
18252,18111,40248,9065,
17154,11255,27789,29443,
37610,33974,10760,3305,
38857,17011,9687,20120,
16279,20095,19937,29346,
12775,24159,32563,16136,
46716,6566,11198,21189,
24106,21721,22510,17340,
25791,18476,35021,6356,
12255,11743,19815,41881,
15025,27005,21703,21911,
26659,8109,18210,32692,
35743,18473,12818,18638,
30393,28561,12058,14648,
39164,8405,12779,25298,
28838,24224,10744,21845,
22106,36938,8950,17642,
17910,27675,24383,15690,
24856,7381,12816,40619,
30487,21786,20085,13296,
8277,39675,13309,24421,
41497,19419,8239,16496,
27931,37509,9964,10255,
30760,20646,27320,6892,
36802,35171,8598,5067,
12213,23596,6052,43816,
11009,4560,61335,8756,
4691,27703,35609,17641,
6631,42746,22189,14096,
27219,12420,23221,22803,
14143,20551,23240,27733,
21682,20792,13064,30132,
7341,22786,17431,38115,
10787,20634,43606,10605,
19439,21110,29100,16020,
10387,21352,32961,20968,
18925,12426,20206,34116,
14026,6463,36598,28555,
6923,14114,26531,38076,
35882,24339,20184,5216,
42751,22265,16481,4175,
21200,41292,4276,18904,
24298,28122,6269,26981,
18993,13188,32379,21119,
20658,17369,21439,26208,
25956,13036,26074,20574,
32711,12424,13163,27369,
26976,22164,12932,23595,
28181,12695,18079,26693,
35345,30764,9406,10141,
15686,33068,2870,34043,
4326,23956,25704,31677,
16779,16811,17831,34243,
9158,43204,16868,16427,
16873,6587,16237,45983,
19644,33586,7993,24407,
8640,43199,29179,4670,
14538,19445,28526,23158,
30082,18823,4043,32715,
27771,12987,10716,34159,
18051,26575,18769,22299,
30027,2123,20156,33336,
17589,11705,44349,12030,
14635,12357,30912,27735,
39753,4177,33848,7901,
40930,13131,17291,14289,
3974,24174,18732,38770,
16957,29484,13991,25239,
