snort1,snort2,snort3,snort4




0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
10672,1811,6258,11048,
94641,14932,52756,95168,
94128,15368,53517,95232,
96224,16745,58933,95296,
94957,16551,58335,95424,
85638,13651,47660,95360,
86265,13902,48669,95456,
93544,14805,52098,95488,
94884,15276,53578,95392,
93872,14906,52218,95424,
93532,15026,52771,95296,
94173,14980,52514,95456,
93392,14962,52636,95488,
93954,14962,52401,95456,
94318,15126,53229,95520,
93963,14981,52381,95488,
93707,15007,52840,95424,
93440,14909,52027,95296,
91539,14655,51646,95328,
85444,13607,47506,190784,
85590,13827,48327,95552,
93283,14740,51997,95552,
93405,15077,52667,95392,
93373,14772,52022,95456,
93649,15079,52818,95552,
93304,14787,52003,95680,
95793,15405,53956,98368,
92988,14778,51831,95168,
93504,15006,52737,95200,
94264,15022,52598,95616,
92945,14873,52377,95616,
93405,14876,52034,95616,
92987,14901,52430,95520,
93235,14866,52014,95840,
93329,14960,52624,95360,
93537,14920,52148,95040,
93283,14950,52610,95008,
93847,14948,52349,94880,
94135,15058,53079,95552,
93411,14922,52025,95584,
93093,14893,52558,95328,
93772,14971,52284,95520,
93185,14920,52517,95232,
93545,14922,52177,95520,
94055,15038,52972,95488,
92601,14790,51674,95680,
100627,16076,56598,103200,
93240,14956,52154,95584,
94407,15039,52985,95616,
92653,14816,51846,95584,
93570,14942,52530,95488,
86157,13790,48226,95488,
85646,13673,48248,95456,
92493,14760,51564,95456,
93166,14918,52525,95456,
93913,14981,52357,95488,
93807,15001,52855,190976,
93100,14869,51949,95456,
93710,14972,52705,95456,
93377,14931,52232,95424,
93549,14954,52620,95488,
93334,14938,52148,95456,
94082,14995,52834,95328,
93066,14892,52065,95520,
93577,14920,52615,95456,
93648,15023,52370,95456,
93912,14959,52782,95296,
92802,14887,51893,95200,
94272,15013,52903,95232,
94440,15421,53958,95360,
88374,14198,49949,95264,
93138,14895,52121,95328,
86741,13851,48761,95296,
85396,13639,47695,95296,
92303,14773,52077,95264,
92960,14834,51777,95296,
93221,14924,52555,95264,
93637,14929,52227,95296,
93053,14918,52421,95360,
93561,14904,52205,95360,
93919,15019,52869,95232,
93063,14875,51960,95328,
93377,14909,52518,95200,
92866,14860,51932,95392,
93765,14972,52699,95520,
93156,14929,52096,95456,
94278,15021,52985,95424,
93625,15003,52394,95456,
94599,15070,53136,95456,
92824,14892,51904,95488,
93159,14830,52321,95392,
94364,15106,52797,95328,
93770,14952,52625,95520,
93214,14911,52204,95520,
94029,15024,52833,95488,
92705,14830,51844,95552,
93237,14876,52381,95456,
92963,14887,52004,95328,
93954,15005,52755,95232,
93273,14898,52174,95296,
86635,13828,48669,95456,
84944,13582,47558,95616,
92593,14791,52061,95520,
93363,14941,52209,95520,
93716,14948,52664,95584,
92908,14895,51949,95648,
93625,14922,52583,95712,
93650,14987,52428,95776,
93746,14932,52674,95808,
93090,14962,52098,95776,
188088,15106,53267,95808,
93000,14899,52053,95648,
94804,15132,53257,95648,
92989,14857,52056,95616,
93956,15020,52789,95584,
93505,14961,52296,95616,
94258,15068,52949,95584,
92872,14813,51899,95520,
93478,14973,52573,95584,
93354,14866,52156,95616,
31990,5155,17914,33368,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
