snort1,snort2,snort3,snort4





0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
247,185,1294,255,
240,132,2244,261,
232,244,2455,238,
173,207,2509,261,
223,265,2370,189,
192,250,2207,185,
208,232,2358,189,
240,236,2597,271,
835,187,1936,265,
1520,284,1188,220,
2009,250,717,234,
2674,221,237,232,
2526,152,263,262,
1955,265,213,232,
2150,188,204,299,
2097,221,209,270,
2354,215,231,210,
804,0,0,0,
2889,189,231,202,
2223,253,213,252,
1855,259,206,710,
1229,238,260,1416,
663,223,234,737,
1222,229,208,1338,
1172,254,199,1426,
1091,224,251,1222,
1170,169,217,1156,
978,212,233,1039,
1133,218,551,1274,
206,221,1349,1263,
251,193,1796,856,
238,232,2659,221,
206,215,1241,261,
130,168,2172,157,
142,256,2304,235,
233,228,2256,274,
218,228,2165,275,
185,253,1704,211,
215,164,2208,163,
228,235,1536,1538,
235,179,1366,1549,
199,1317,591,1431,
164,1218,262,954,
194,1311,362,1259,
179,1417,185,1403,
209,1426,224,1380,
243,1272,227,1305,
202,827,198,918,
267,1115,221,1189,
1662,1223,189,310,
1473,1400,150,270,
1425,1628,260,171,
1088,1092,248,252,
981,770,215,262,
1141,1333,256,186,
1115,1281,203,228,
1419,1510,257,146,
1208,1165,228,248,
471,773,161,188,
0,1147,0,0,
1,663,0,1,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
