snort1,snort2,snort3,snort4





0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
11019,11254,11135,0,
99052,100877,99544,0,
99207,100722,99366,0,
99347,100554,99380,0,
99769,100073,99574,0,
96032,98820,98387,0,
95144,98523,99197,0,
95235,98487,99142,0,
94774,99288,99282,0,
94880,97376,98656,0,
94223,97248,98673,0,
94400,97760,98912,0,
80428,82964,80907,53389,
75000,76476,74471,73364,
75023,76169,74555,73463,
75080,76007,74823,73419,
75066,76375,74479,73334,
74946,76261,74643,73476,
74778,76617,74374,73503,
74908,75809,74597,73927,
75194,76447,74718,73021,
74960,76462,74398,73621,
74967,76204,74396,73760,
74878,76307,74592,73613,
74823,76453,74438,73358,
75326,75876,74645,73531,
74862,76239,74616,73608,
75355,76299,74832,72845,
74900,76075,74879,73622,
75084,76233,74699,73333,
75075,76226,74726,73377,
74973,76229,74832,73213,
5479,5374,5428,5237,
0,0,0,0,
0,0,0,0,
0,0,0,0,
