snort1,snort2,snort3,snort4





0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
snort1,snort2,snort3,snort4




0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
1497,1456,2346,1983,
1681,1797,2271,2483,
1770,2285,2196,1744,
1529,2107,2275,1582,
1769,1837,2060,2848,
1998,2548,1658,2057,
1828,2691,1855,1703,
1690,1917,2488,1893,
1865,3280,1566,1904,
2007,2700,2262,1658,
2260,1709,2533,1595,
2047,2294,2015,1877,
2607,2354,1710,1755,
649,144,96,49,
2015,1250,1187,1713,
2191,1425,1487,1719,
1717,1272,1149,1569,
2530,2526,3233,3114,
1421,2313,1456,1382,
1176,1258,2545,1604,
1485,1890,1458,2427,
1237,1807,1107,1560,
1570,1564,1891,2077,
47,115,529,94,
1655,997,984,1342,
2904,1689,1726,1760,
1790,1232,1482,2150,
1748,2882,1839,2001,
1882,1896,1705,2942,
2812,1787,2164,1662,
1668,2121,2453,1660,
1654,2641,1484,1618,
2704,2236,1815,1631,
2114,1714,1938,2708,
2971,1840,1818,1714,
1863,2911,1441,1421,
1648,2799,1637,1949,
1813,2296,1492,2501,
1775,2998,1654,1625,
1777,2369,1494,2078,
2691,1694,1455,1993,
2067,2563,1795,1740,
1812,2833,2015,1686,
1298,2554,1519,1450,
3002,1951,1669,1790,
3309,1896,1488,1853,
1934,2646,1963,1692,
2052,1752,2626,1825,
2424,2018,2312,1748,
2175,2290,2648,1793,
2438,2464,1736,1664,
2149,2357,1779,1356,
1161,1505,1383,2175,
1103,719,683,924,
0,0,0,0,
63,60,24,202,
1755,2838,1882,2290,
1045,1390,1520,2385,
1386,1118,2073,1887,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
