snort1,snort2,snort3,snort4











0,0,0,0,
19,18,16,28,
0,0,0,0,
0,0,0,0,
0,0,0,0,
1,0,1,0,
1424,1157,1262,869,
3743,3364,4969,3092,
1696,1788,7365,1557,
2356,2303,9651,2508,
1913,1767,8138,1652,
1949,1887,8041,1605,
1616,1746,7885,1761,
1439,1709,7634,1509,
1407,1635,7683,1434,
1271,1341,7659,1247,
1222,1202,7530,1307,
1244,1120,5041,1148,
1229,2905,1141,1143,
1250,4450,1181,943,
1144,4537,1106,1148,
1342,4443,1012,1118,
998,3837,976,1094,
1099,4361,1035,1073,
2265,4048,1074,882,
4587,4568,1170,1025,
3718,3781,873,859,
3969,4067,997,988,
3953,1725,800,900,
3983,811,1045,1915,
3874,587,873,4075,
3861,782,846,3958,
3765,814,819,3782,
4101,686,613,3790,
2662,776,704,3706,
816,779,704,6331,
729,582,815,7580,
739,833,645,7072,
712,788,636,6931,
693,654,719,5340,
589,710,2226,3394,
744,752,3940,3408,
555,659,3553,3386,
673,722,3850,3736,
609,540,3673,3980,
554,938,3698,999,
598,712,3766,564,
672,2971,3652,618,
594,3886,3673,523,
654,3828,3570,575,
561,3282,2065,632,
916,4057,698,493,
639,3726,3692,433,
603,3364,3663,549,
683,3755,4212,568,
559,3826,3254,474,
575,3233,3531,553,
527,897,3901,421,
470,586,3422,626,
492,642,3409,572,
456,426,4232,464,
430,431,2761,550,
484,451,410,477,
534,553,570,433,
614,453,467,493,
564,3130,547,663,
397,3941,511,546,
458,3683,424,517,
431,3231,491,539,
679,3982,477,348,
478,3583,485,428,
528,3216,543,710,
556,3601,421,757,
613,4012,540,574,
491,3227,476,450,
439,599,514,576,
1815,491,537,479,
3840,510,560,581,
3399,450,384,448,
3327,586,462,437,
4092,452,553,601,
3071,416,444,529,
4276,395,561,562,
3111,496,490,483,
3686,441,501,420,
3865,363,438,403,
1989,395,426,410,
314,1610,454,426,
595,4082,301,400,
538,2869,453,405,
442,4046,454,430,
478,2871,466,349,
330,4163,480,289,
517,2840,400,512,
453,4036,401,397,
429,2813,488,446,
422,4029,321,470,
638,1382,413,1763,
456,282,230,3823,
374,234,383,2866,
327,239,282,3878,
344,316,366,2899,
475,378,334,3711,
454,249,339,3060,
494,366,342,3553,
389,393,380,3052,
362,391,325,3614,
328,321,280,1911,
358,337,311,307,
238,805,391,366,
317,3708,306,232,
304,3270,239,289,
234,3826,408,360,
288,2935,354,199,
221,4250,259,269,
304,2809,297,298,
386,3708,277,266,
323,3296,343,250,
291,2925,341,206,
272,2987,318,253,
353,367,263,353,
3333,242,315,390,
3309,272,304,319,
3477,233,318,384,
3358,231,264,223,
2940,241,416,243,
4397,756,778,887,
1489,223,223,204,
169,147,160,142,
107,108,93,113,
34,45,40,39,
15,15,17,9,
16,35,27,26,
74,68,77,83,
28,16,27,33,
9,9,11,10,
14,20,20,18,
9,7,6,6,
13,14,21,21,
4,10,11,8,
58,57,52,64,
18,12,8,12,
7,14,8,13,
9,6,11,7,
9,12,13,6,
6,4,6,10,
6,5,10,12,
10,8,3,8,
8,8,6,9,
10,9,9,10,
11,5,11,9,
5,6,4,4,
7,8,6,10,
30,41,43,33,
6,7,3,4,
10,6,7,7,
4,3,2,7,
5,5,8,5,
1,2,3,4,
2,1,3,0,
4,2,3,2,
2,2,5,2,
3,5,4,0,
5,5,5,1,
1,7,1,5,
2,3,2,7,
4,3,3,5,
