snort1,snort2,snort3,snort4







0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
snort1,snort2,snort3,snort4








0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
301274;0;306292;289449;
304224;0;307488;294336;
304480;0;307264;295616;
302592;0;305472;293568;
303808;0;307360;294912;
302304;0;307424;295424;
303776;0;305760;293792;
304032;0;306080;295936;
304064;0;306304;292992;
304960;0;306400;295744;
305408;0;306176;295424;
304672;0;305408;295104;
302592;0;307904;294624;
304544;0;306240;293408;
302464;0;306816;295616;
302752;0;305984;293312;
304288;0;304448;296736;
303808;0;304800;293728;
302016;0;305344;292928;
302688;0;305280;291776;
301344;0;304608;292416;
301792;0;303744;292512;
300096;0;303424;292992;
300960;0;303776;290112;
301056;0;303040;290880;
301440;0;303680;292224;
299840;0;302368;292000;
299520;0;304256;290048;
299392;0;304128;290784;
302752;0;303840;291712;
301440;0;304320;292480;
299328;0;303072;290656;
300544;0;302752;291168;
301696;0;304032;292128;
302688;0;304544;291584;
304000;0;304192;293856;
302112;0;304384;293600;
302720;0;304352;293568;
300928;0;303840;291808;
302432;0;303936;293856;
300064;0;304000;291424;
300224;0;304896;291776;
301568;0;303296;291424;
302464;0;305248;295872;
305760;0;305600;297408;
303616;0;304992;294048;
300768;0;303456;292288;
302432;0;303296;291520;
301824;0;304448;292128;
301376;0;304032;291712;
303744;0;304128;295744;
298528;0;303424;291680;
301280;124352;303840;297632;
303360;303360;303392;303424;
303872;303872;303808;303808;
303584;303616;303616;303552;
304704;304704;304768;304704;
304320;304320;304320;304320;
303552;303616;303616;303616;
304128;304192;304192;304192;
303616;303616;303616;303616;
302816;302848;302816;302784;
303488;303488;303488;303424;
302752;302784;302784;302720;
302976;303040;303008;302976;
304416;304448;304448;304384;
304384;304416;304448;304384;
303776;303744;303808;303808;
256358;256288;256300;256311;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
